SVCCD,Description,GROSS CHARGE,As of Date,DISCOUNTED CASH PRICE INPATIENT ,DISCOUNTED CASH PRICE OUTPATIENT ,DE-IDENTIFIED MIN,DE-IDENTIFIED MAX,Anthem BCBS ,United Healthcare,Anthem Mittal Steel ,Cigna ,Anthem US Steel ,Aetna ,Medpartners,Multiplan/PHCS,Humana ,Sagamore ,Local 697 PNA ,MHS Ambetter Exchange ,Anthem Exchange ,MD Wise Exchange,Anthem Medicaid ,MHS Medicaid ,MD Wise ,Caresource ,Aetna Medicare ,Anthem MA ,Humana MA,United healthcare MA 
1210346,SOD CHL 5%OIN 3.5GM,139.09,10/28/2020,50.0724,69.545,12.37901,99.44935,32.12979,28.37436,34.35523,40.05792,33.10342,24.20166,22.11531,54.66237,99.44935,68.98864,29.2089,19.19442,32.40797,63.28595,19.75078,20.02896,21.28077,21.83713,12.79628,13.21355,13.07446,12.37901
1210351,MENTH-METH SA OIN30G,27.81,10/28/2020,10.0116,13.905,2.47509,19.88415,6.42411,5.67324,6.86907,8.00928,6.61878,4.83894,4.42179,10.92933,19.88415,13.79376,5.8401,3.83778,6.47973,12.65355,3.94902,4.00464,4.25493,4.36617,2.55852,2.64195,2.61414,2.47509
1210354,VIT E 50U/ML 30ML,21.65,10/28/2020,7.794,10.825,1.92685,15.47975,5.00115,4.4166,5.34755,6.2352,5.1527,3.7671,3.44235,8.50845,15.47975,10.7384,4.5465,2.9877,5.04445,9.85075,3.0743,3.1176,3.31245,3.39905,1.9918,2.05675,2.0351,1.92685
1210363,CHLORHEXIDI 4% 118ML,42.34,10/28/2020,15.2424,21.17,3.76826,30.2731,9.78054,8.63736,10.45798,12.19392,10.07692,7.36716,6.73206,16.63962,30.2731,21.00064,8.8914,5.84292,9.86522,19.2647,6.01228,6.09696,6.47802,6.64738,3.89528,4.0223,3.97996,3.76826
1210371,CARBID25-LEVO100MGTB,11.37,10/28/2020,4.0932,5.685,1.01193,8.12955,2.62647,2.31948,2.80839,3.27456,2.70606,1.97838,1.80783,4.46841,8.12955,5.63952,2.3877,1.56906,2.64921,5.17335,1.61454,1.63728,1.73961,1.78509,1.04604,1.08015,1.06878,1.01193
1210377,DICLOFEN .1%OS 5ML,107.63,10/28/2020,38.7468,53.815,9.57907,76.95545,24.86253,21.95652,26.58461,30.99744,25.61594,18.72762,17.11317,42.29859,76.95545,53.38448,22.6023,14.85294,25.07779,48.97165,15.28346,15.49872,16.46739,16.89791,9.90196,10.22485,10.11722,9.57907
1210381,STER WATER IRR 250ML,10.4,10/28/2020,3.744,5.2,0.9256,7.436,2.4024,2.1216,2.5688,2.9952,2.4752,1.8096,1.6536,4.0872,7.436,5.1584,2.184,1.4352,2.4232,4.732,1.4768,1.4976,1.5912,1.6328,0.9568,0.988,0.9776,0.9256
1210391,ATROPINE SUL1%OS 2ML,159.65,10/28/2020,57.474,79.825,14.20885,114.14975,36.87915,32.5686,39.43355,45.9792,37.9967,27.7791,25.38435,62.74245,114.14975,79.1864,33.5265,22.0317,37.19845,72.64075,22.6703,22.9896,24.42645,25.06505,14.6878,15.16675,15.0071,14.20885
1210411,ZINC OX 20% OIN 454G,44,10/28/2020,15.84,22,3.916,31.46,10.164,8.976,10.868,12.672,10.472,7.656,6.996,17.292,31.46,21.824,9.24,6.072,10.252,20.02,6.248,6.336,6.732,6.908,4.048,4.18,4.136,3.916
1210416,HC ACE/PRAM2.5-1 4GM,32.93,10/28/2020,11.8548,16.465,2.93077,23.54495,7.60683,6.71772,8.13371,9.48384,7.83734,5.72982,5.23587,12.94149,23.54495,16.33328,6.9153,4.54434,7.67269,14.98315,4.67606,4.74192,5.03829,5.17001,3.02956,3.12835,3.09542,2.93077
1210435,PROPRANOLOL 60MG TAB,11.37,10/28/2020,4.0932,5.685,1.01193,8.12955,2.62647,2.31948,2.80839,3.27456,2.70606,1.97838,1.80783,4.46841,8.12955,5.63952,2.3877,1.56906,2.64921,5.17335,1.61454,1.63728,1.73961,1.78509,1.04604,1.08015,1.06878,1.01193
1210436,PED MVI/FE 10/ML 50M,1.8,10/28/2020,0.648,0.9,0.1602,1.287,0.4158,0.3672,0.4446,0.5184,0.4284,0.3132,0.2862,0.7074,1.287,0.8928,0.378,0.2484,0.4194,0.819,0.2556,0.2592,0.2754,0.2826,0.1656,0.171,0.1692,0.1602
1210474,PANTOPRAZ 40MG PKT,20.56,10/28/2020,7.4016,10.28,1.82984,14.7004,4.74936,4.19424,5.07832,5.92128,4.89328,3.57744,3.26904,8.08008,14.7004,10.19776,4.3176,2.83728,4.79048,9.3548,2.91952,2.96064,3.14568,3.22792,1.89152,1.9532,1.93264,1.82984
1210476,IXABEPILONE 1MG INJ,1014.76,10/28/2020,365.3136,507.38,90.31364,725.5534,234.40956,207.01104,250.64572,292.25088,241.51288,176.56824,161.34684,398.80068,725.5534,503.32096,213.0996,140.03688,236.43908,461.7158,144.09592,146.12544,155.25828,159.31732,93.35792,96.4022,95.38744,90.31364
1210480,FORMOTEROL FUM 20MCG,55.63,10/28/2020,20.0268,27.815,4.95107,39.77545,12.85053,11.34852,13.74061,16.02144,13.23994,9.67962,8.84517,21.86259,39.77545,27.59248,11.6823,7.67694,12.96179,25.31165,7.89946,8.01072,8.51139,8.73391,5.11796,5.28485,5.22922,4.95107
1210487,VANCOMYCIN 500MG INJ,73.78,10/28/2020,26.5608,36.89,6.56642,52.7527,17.04318,15.05112,18.22366,21.24864,17.55964,12.83772,11.73102,28.99554,52.7527,36.59488,15.4938,10.18164,17.19074,33.5699,10.47676,10.62432,11.28834,11.58346,6.78776,7.0091,6.93532,6.56642
1210490,ACETIC ACID.25% 1000,25.4,10/28/2020,9.144,12.7,2.2606,18.161,5.8674,5.1816,6.2738,7.3152,6.0452,4.4196,4.0386,9.9822,18.161,12.5984,5.334,3.5052,5.9182,11.557,3.6068,3.6576,3.8862,3.9878,2.3368,2.413,2.3876,2.2606
1210493,MAFENIDE 5% POWDER,1174.22,10/28/2020,422.7192,587.11,104.50558,839.5673,271.24482,239.54088,290.03234,338.17536,279.46436,204.31428,186.70098,461.46846,839.5673,582.41312,246.5862,162.04236,273.59326,534.2701,166.73924,169.08768,179.65566,184.35254,108.02824,111.5509,110.37668,104.50558
1210494,SUL10-NAPRED.23%OS5M,124.57,10/28/2020,44.8452,62.285,11.08673,89.06755,28.77567,25.41228,30.76879,35.87616,29.64766,21.67518,19.80663,48.95601,89.06755,61.78672,26.1597,17.19066,29.02481,56.67935,17.68894,17.93808,19.05921,19.55749,11.46044,11.83415,11.70958,11.08673
1210498,THROMBIN 5000U RECOM,510.42,10/28/2020,183.7512,255.21,45.42738,364.9503,117.90702,104.12568,126.07374,147.00096,121.47996,88.81308,81.15678,200.59506,364.9503,253.16832,107.1882,70.43796,118.92786,232.2411,72.47964,73.50048,78.09426,80.13594,46.95864,48.4899,47.97948,45.42738
1210500,KETOROLAC .5%OS 3ML,39.91,10/28/2020,14.3676,19.955,3.55199,28.53565,9.21921,8.14164,9.85777,11.49408,9.49858,6.94434,6.34569,15.68463,28.53565,19.79536,8.3811,5.50758,9.29903,18.15905,5.66722,5.74704,6.10623,6.26587,3.67172,3.79145,3.75154,3.55199
1210507,DEXAMETH 0.25MG ORAL,0.1,10/28/2020,0.036,0.05,0.0089,0.0715,0.0231,0.0204,0.0247,0.0288,0.0238,0.0174,0.0159,0.0393,0.0715,0.0496,0.021,0.0138,0.0233,0.0455,0.0142,0.0144,0.0153,0.0157,0.0092,0.0095,0.0094,0.0089
1210526,OXYMORPHON 10MG SRTB,35.08,10/28/2020,12.6288,17.54,3.12212,25.0822,8.10348,7.15632,8.66476,10.10304,8.34904,6.10392,5.57772,13.78644,25.0822,17.39968,7.3668,4.84104,8.17364,15.9614,4.98136,5.05152,5.36724,5.50756,3.22736,3.3326,3.29752,3.12212
1210538,MIDAZOL  HCL 1MG INJ,7.4,10/28/2020,2.664,3.7,0.6586,5.291,1.7094,1.5096,1.8278,2.1312,1.7612,1.2876,1.1766,2.9082,5.291,3.6704,1.554,1.0212,1.7242,3.367,1.0508,1.0656,1.1322,1.1618,0.6808,0.703,0.6956,0.6586
1210539,HEPARIN 1000U INJ,25.4,10/28/2020,9.144,12.7,2.2606,18.161,5.8674,5.1816,6.2738,7.3152,6.0452,4.4196,4.0386,9.9822,18.161,12.5984,5.334,3.5052,5.9182,11.557,3.6068,3.6576,3.8862,3.9878,2.3368,2.413,2.3876,2.2606
1210540,HEPARIN 1000U INJ,18.87,10/28/2020,6.7932,9.435,1.67943,13.49205,4.35897,3.84948,4.66089,5.43456,4.49106,3.28338,3.00033,7.41591,13.49205,9.35952,3.9627,2.60406,4.39671,8.58585,2.67954,2.71728,2.88711,2.96259,1.73604,1.79265,1.77378,1.67943
1210542,DOXYLAMIN SUC 25MGTB,11.24,10/28/2020,4.0464,5.62,1.00036,8.0366,2.59644,2.29296,2.77628,3.23712,2.67512,1.95576,1.78716,4.41732,8.0366,5.57504,2.3604,1.55112,2.61892,5.1142,1.59608,1.61856,1.71972,1.76468,1.03408,1.0678,1.05656,1.00036
1210552,PHYTONADIONE 1MG INJ,38.8,10/28/2020,13.968,19.4,3.4532,27.742,8.9628,7.9152,9.5836,11.1744,9.2344,6.7512,6.1692,15.2484,27.742,19.2448,8.148,5.3544,9.0404,17.654,5.5096,5.5872,5.9364,6.0916,3.5696,3.686,3.6472,3.4532
1210554,IPRA-ALBU.5-2.5MG/3M,9.5,10/28/2020,3.42,4.75,0.8455,6.7925,2.1945,1.938,2.3465,2.736,2.261,1.653,1.5105,3.7335,6.7925,4.712,1.995,1.311,2.2135,4.3225,1.349,1.368,1.4535,1.4915,0.874,0.9025,0.893,0.8455
1210555,TOBRAMYCIN UPTO 80MG,2.2,10/28/2020,0.792,1.1,0.1958,1.573,0.5082,0.4488,0.5434,0.6336,0.5236,0.3828,0.3498,0.8646,1.573,1.0912,0.462,0.3036,0.5126,1.001,0.3124,0.3168,0.3366,0.3454,0.2024,0.209,0.2068,0.1958
1210556,TOBRAMYCIN UPTO 80MG,503.15,10/28/2020,181.134,251.575,44.78035,359.75225,116.22765,102.6426,124.27805,144.9072,119.7497,87.5481,80.00085,197.73795,359.75225,249.5624,105.6615,69.4347,117.23395,228.93325,71.4473,72.4536,76.98195,78.99455,46.2898,47.79925,47.2961,44.78035
1210557,CEFAZOLIN 500MG INJ,33.26,10/28/2020,11.9736,16.63,2.96014,23.7809,7.68306,6.78504,8.21522,9.57888,7.91588,5.78724,5.28834,13.07118,23.7809,16.49696,6.9846,4.58988,7.74958,15.1333,4.72292,4.78944,5.08878,5.22182,3.05992,3.1597,3.12644,2.96014
1210563,HYDR PEROX 3% 240ML,12.1,10/28/2020,4.356,6.05,1.0769,8.6515,2.7951,2.4684,2.9887,3.4848,2.8798,2.1054,1.9239,4.7553,8.6515,6.0016,2.541,1.6698,2.8193,5.5055,1.7182,1.7424,1.8513,1.8997,1.1132,1.1495,1.1374,1.0769
1210569,POTASSI CHL 2MEQ INJ,3.8,10/28/2020,1.368,1.9,0.3382,2.717,0.8778,0.7752,0.9386,1.0944,0.9044,0.6612,0.6042,1.4934,2.717,1.8848,0.798,0.5244,0.8854,1.729,0.5396,0.5472,0.5814,0.5966,0.3496,0.361,0.3572,0.3382
1210572,NA HYA.4/CHON.35 KIT,492.25,10/28/2020,177.21,246.125,43.81025,351.95875,113.70975,100.419,121.58575,141.768,117.1555,85.6515,78.26775,193.45425,351.95875,244.156,103.3725,67.9305,114.69425,223.97375,69.8995,70.884,75.31425,77.28325,45.287,46.76375,46.2715,43.81025
1210577,FE POLYSAC-B12-FA CP,11.37,10/28/2020,4.0932,5.685,1.01193,8.12955,2.62647,2.31948,2.80839,3.27456,2.70606,1.97838,1.80783,4.46841,8.12955,5.63952,2.3877,1.56906,2.64921,5.17335,1.61454,1.63728,1.73961,1.78509,1.04604,1.08015,1.06878,1.01193
1210582,EMOLLIENT OINT 400GM,120.95,10/28/2020,43.542,60.475,10.76455,86.47925,27.93945,24.6738,29.87465,34.8336,28.7861,21.0453,19.23105,47.53335,86.47925,59.9912,25.3995,16.6911,28.18135,55.03225,17.1749,17.4168,18.50535,18.98915,11.1274,11.49025,11.3693,10.76455
1210585,GENTAMIC .1%CRM 15GM,48.37,10/28/2020,17.4132,24.185,4.30493,34.58455,11.17347,9.86748,11.94739,13.93056,11.51206,8.41638,7.69083,19.00941,34.58455,23.99152,10.1577,6.67506,11.27021,22.00835,6.86854,6.96528,7.40061,7.59409,4.45004,4.59515,4.54678,4.30493
1210595,RALTEGRAVIR 400MG TB,154.81,10/28/2020,55.7316,77.405,13.77809,110.68915,35.76111,31.58124,38.23807,44.58528,36.84478,26.93694,24.61479,60.84033,110.68915,76.78576,32.5101,21.36378,36.07073,70.43855,21.98302,22.29264,23.68593,24.30517,14.24252,14.70695,14.55214,13.77809
1210606,LET SOLN 3ML,117.48,10/28/2020,42.2928,58.74,10.45572,83.9982,27.13788,23.96592,29.01756,33.83424,27.96024,20.44152,18.67932,46.16964,83.9982,58.27008,24.6708,16.21224,27.37284,53.4534,16.68216,16.91712,17.97444,18.44436,10.80816,11.1606,11.04312,10.45572
1210609,LIDO-MPF 0.5% 50ML,20.56,10/28/2020,7.4016,10.28,1.82984,14.7004,4.74936,4.19424,5.07832,5.92128,4.89328,3.57744,3.26904,8.08008,14.7004,10.19776,4.3176,2.83728,4.79048,9.3548,2.91952,2.96064,3.14568,3.22792,1.89152,1.9532,1.93264,1.82984
1210620,NYSTAT100K/GM OIN30G,1.5,10/28/2020,0.54,0.75,0.1335,1.0725,0.3465,0.306,0.3705,0.432,0.357,0.261,0.2385,0.5895,1.0725,0.744,0.315,0.207,0.3495,0.6825,0.213,0.216,0.2295,0.2355,0.138,0.1425,0.141,0.1335
1210629,PHENYLEPH 2.5%OS 3ML,180.21,10/28/2020,64.8756,90.105,16.03869,128.85015,41.62851,36.76284,44.51187,51.90048,42.88998,31.35654,28.65339,70.82253,128.85015,89.38416,37.8441,24.86898,41.98893,81.99555,25.58982,25.95024,27.57213,28.29297,16.57932,17.11995,16.93974,16.03869
1210641,LIDOCAINE 1.5% 20ML,83.35,10/28/2020,30.006,41.675,7.41815,59.59525,19.25385,17.0034,20.58745,24.0048,19.8373,14.5029,13.25265,32.75655,59.59525,41.3416,17.5035,11.5023,19.42055,37.92425,11.8357,12.0024,12.75255,13.08595,7.6682,7.91825,7.8349,7.41815
1210663,P-EP/SHARK/COCOA SUP,10.2,10/28/2020,3.672,5.1,0.9078,7.293,2.3562,2.0808,2.5194,2.9376,2.4276,1.7748,1.6218,4.0086,7.293,5.0592,2.142,1.4076,2.3766,4.641,1.4484,1.4688,1.5606,1.6014,0.9384,0.969,0.9588,0.9078
1210666,LUBIPROSTONE 8MCG CP,43.53,10/28/2020,15.6708,21.765,3.87417,31.12395,10.05543,8.88012,10.75191,12.53664,10.36014,7.57422,6.92127,17.10729,31.12395,21.59088,9.1413,6.00714,10.14249,19.80615,6.18126,6.26832,6.66009,6.83421,4.00476,4.13535,4.09182,3.87417
1210686,BUTAL/CODE/APAP/CAFF,11.37,10/28/2020,4.0932,5.685,1.01193,8.12955,2.62647,2.31948,2.80839,3.27456,2.70606,1.97838,1.80783,4.46841,8.12955,5.63952,2.3877,1.56906,2.64921,5.17335,1.61454,1.63728,1.73961,1.78509,1.04604,1.08015,1.06878,1.01193
1210696,CYSTEINE 500MG/10ML,215.89,10/28/2020,77.7204,107.945,19.21421,154.36135,49.87059,44.04156,53.32483,62.17632,51.38182,37.56486,34.32651,84.84477,154.36135,107.08144,45.3369,29.79282,50.30237,98.22995,30.65638,31.08816,33.03117,33.89473,19.86188,20.50955,20.29366,19.21421
1210710,LIDO-MPF1%/EPI 10ML,26.91,10/28/2020,9.6876,13.455,2.39499,19.24065,6.21621,5.48964,6.64677,7.75008,6.40458,4.68234,4.27869,10.57563,19.24065,13.34736,5.6511,3.71358,6.27003,12.24405,3.82122,3.87504,4.11723,4.22487,2.47572,2.55645,2.52954,2.39499
1210711,LIDOC-MPF 2% INJ 2ML,27.35,10/28/2020,9.846,13.675,2.43415,19.55525,6.31785,5.5794,6.75545,7.8768,6.5093,4.7589,4.34865,10.74855,19.55525,13.5656,5.7435,3.7743,6.37255,12.44425,3.8837,3.9384,4.18455,4.29395,2.5162,2.59825,2.5709,2.43415
1210736,MAGNES SULF 500MGINJ,16.94,10/28/2020,6.0984,8.47,1.50766,12.1121,3.91314,3.45576,4.18418,4.87872,4.03172,2.94756,2.69346,6.65742,12.1121,8.40224,3.5574,2.33772,3.94702,7.7077,2.40548,2.43936,2.59182,2.65958,1.55848,1.6093,1.59236,1.50766
1210739,POTASSI CHL 2MEQ INJ,1.4,10/28/2020,0.504,0.7,0.1246,1.001,0.3234,0.2856,0.3458,0.4032,0.3332,0.2436,0.2226,0.5502,1.001,0.6944,0.294,0.1932,0.3262,0.637,0.1988,0.2016,0.2142,0.2198,0.1288,0.133,0.1316,0.1246
1210740,MORPHINE UP TO 10MG,29.03,10/28/2020,10.4508,14.515,2.58367,20.75645,6.70593,5.92212,7.17041,8.36064,6.90914,5.05122,4.61577,11.40879,20.75645,14.39888,6.0963,4.00614,6.76399,13.20865,4.12226,4.18032,4.44159,4.55771,2.67076,2.75785,2.72882,2.58367
1210741,MORPHINE UP TO 10MG,27.81,10/28/2020,10.0116,13.905,2.47509,19.88415,6.42411,5.67324,6.86907,8.00928,6.61878,4.83894,4.42179,10.92933,19.88415,13.79376,5.8401,3.83778,6.47973,12.65355,3.94902,4.00464,4.25493,4.36617,2.55852,2.64195,2.61414,2.47509
1210746,MULTIVITAM INJ 10ML,42.34,10/28/2020,15.2424,21.17,3.76826,30.2731,9.78054,8.63736,10.45798,12.19392,10.07692,7.36716,6.73206,16.63962,30.2731,21.00064,8.8914,5.84292,9.86522,19.2647,6.01228,6.09696,6.47802,6.64738,3.89528,4.0223,3.97996,3.76826
1210752,VIT D3 1000UNT TAB,11.37,10/28/2020,4.0932,5.685,1.01193,8.12955,2.62647,2.31948,2.80839,3.27456,2.70606,1.97838,1.80783,4.46841,8.12955,5.63952,2.3877,1.56906,2.64921,5.17335,1.61454,1.63728,1.73961,1.78509,1.04604,1.08015,1.06878,1.01193
1210757,TRANEX AC 100MG/ML10,233.44,10/28/2020,84.0384,116.72,20.77616,166.9096,53.92464,47.62176,57.65968,67.23072,55.55872,40.61856,37.11696,91.74192,166.9096,115.78624,49.0224,32.21472,54.39152,106.2152,33.14848,33.61536,35.71632,36.65008,21.47648,22.1768,21.94336,20.77616
1210774,LIDOCAINE 4% CRM 30G,326.57,10/28/2020,117.5652,163.285,29.06473,233.49755,75.43767,66.62028,80.66279,94.05216,77.72366,56.82318,51.92463,128.34201,233.49755,161.97872,68.5797,45.06666,76.09081,148.58935,46.37294,47.02608,49.96521,51.27149,30.04444,31.02415,30.69758,29.06473
1210777,MENT.44-ZN20.6% 71GM,49.92,10/28/2020,17.9712,24.96,4.44288,35.6928,11.53152,10.18368,12.33024,14.37696,11.88096,8.68608,7.93728,19.61856,35.6928,24.76032,10.4832,6.88896,11.63136,22.7136,7.08864,7.18848,7.63776,7.83744,4.59264,4.7424,4.69248,4.44288
1210798,DOPAMIN HCL 40MG INJ,25.4,10/28/2020,9.144,12.7,2.2606,18.161,5.8674,5.1816,6.2738,7.3152,6.0452,4.4196,4.0386,9.9822,18.161,12.5984,5.334,3.5052,5.9182,11.557,3.6068,3.6576,3.8862,3.9878,2.3368,2.413,2.3876,2.2606
1210800,CEFAZOLIN 500MG INJ,41.13,10/28/2020,14.8068,20.565,3.66057,29.40795,9.50103,8.39052,10.15911,11.84544,9.78894,7.15662,6.53967,16.16409,29.40795,20.40048,8.6373,5.67594,9.58329,18.71415,5.84046,5.92272,6.29289,6.45741,3.78396,3.90735,3.86622,3.66057
1210801,DEXAMETH NA 1MG INJ,5.4,10/28/2020,1.944,2.7,0.4806,3.861,1.2474,1.1016,1.3338,1.5552,1.2852,0.9396,0.8586,2.1222,3.861,2.6784,1.134,0.7452,1.2582,2.457,0.7668,0.7776,0.8262,0.8478,0.4968,0.513,0.5076,0.4806
1210802,DEXAMETH NA 1MG INJ,2.9,10/28/2020,1.044,1.45,0.2581,2.0735,0.6699,0.5916,0.7163,0.8352,0.6902,0.5046,0.4611,1.1397,2.0735,1.4384,0.609,0.4002,0.6757,1.3195,0.4118,0.4176,0.4437,0.4553,0.2668,0.2755,0.2726,0.2581
1210807,LIP16.8-PRO40-AMY70C,31.45,10/28/2020,11.322,15.725,2.79905,22.48675,7.26495,6.4158,7.76815,9.0576,7.4851,5.4723,5.00055,12.35985,22.48675,15.5992,6.6045,4.3401,7.32785,14.30975,4.4659,4.5288,4.81185,4.93765,2.8934,2.98775,2.9563,2.79905
1210816,FENTANY CIT 0.1MGINJ,42.34,10/28/2020,15.2424,21.17,3.76826,30.2731,9.78054,8.63736,10.45798,12.19392,10.07692,7.36716,6.73206,16.63962,30.2731,21.00064,8.8914,5.84292,9.86522,19.2647,6.01228,6.09696,6.47802,6.64738,3.89528,4.0223,3.97996,3.76826
1210822,ALBUMIN 25% 50ML IV,167.22,10/28/2020,60.1992,83.61,14.88258,119.5623,38.62782,34.11288,41.30334,48.15936,39.79836,29.09628,26.58798,65.71746,119.5623,82.94112,35.1162,23.07636,38.96226,76.0851,23.74524,24.07968,25.58466,26.25354,15.38424,15.8859,15.71868,14.88258
1210823,ALBUMIN 5% 250ML IV,339.86,10/28/2020,122.3496,169.93,30.24754,242.9999,78.50766,69.33144,83.94542,97.87968,80.88668,59.13564,54.03774,133.56498,242.9999,168.57056,71.3706,46.90068,79.18738,154.6363,48.26012,48.93984,51.99858,53.35802,31.26712,32.2867,31.94684,30.24754
1210829,TRACE METALS NEO 2ML,287.85,10/28/2020,103.626,143.925,25.61865,205.81275,66.49335,58.7214,71.09895,82.9008,68.5083,50.0859,45.76815,113.12505,205.81275,142.7736,60.4485,39.7233,67.06905,130.97175,40.8747,41.4504,44.04105,45.19245,26.4822,27.34575,27.0579,25.61865
1210876,RANITIDINE 25MG INJ,22.97,10/28/2020,8.2692,11.485,2.04433,16.42355,5.30607,4.68588,5.67359,6.61536,5.46686,3.99678,3.65223,9.02721,16.42355,11.39312,4.8237,3.16986,5.35201,10.45135,3.26174,3.30768,3.51441,3.60629,2.11324,2.18215,2.15918,2.04433
1210881,DEXAMETH 0.25MG ORAL,0.6,10/28/2020,0.216,0.3,0.0534,0.429,0.1386,0.1224,0.1482,0.1728,0.1428,0.1044,0.0954,0.2358,0.429,0.2976,0.126,0.0828,0.1398,0.273,0.0852,0.0864,0.0918,0.0942,0.0552,0.057,0.0564,0.0534
1210889,MED CHAIN TRIGLY 5ML,11.37,10/28/2020,4.0932,5.685,1.01193,8.12955,2.62647,2.31948,2.80839,3.27456,2.70606,1.97838,1.80783,4.46841,8.12955,5.63952,2.3877,1.56906,2.64921,5.17335,1.61454,1.63728,1.73961,1.78509,1.04604,1.08015,1.06878,1.01193
1210891,FENTANY CIT 0.1MGINJ,8.7,10/28/2020,3.132,4.35,0.7743,6.2205,2.0097,1.7748,2.1489,2.5056,2.0706,1.5138,1.3833,3.4191,6.2205,4.3152,1.827,1.2006,2.0271,3.9585,1.2354,1.2528,1.3311,1.3659,0.8004,0.8265,0.8178,0.7743
1210892,ALBUTEROL 90MCG 8GM,182.63,10/28/2020,65.7468,91.315,16.25407,130.58045,42.18753,37.25652,45.10961,52.59744,43.46594,31.77762,29.03817,71.77359,130.58045,90.58448,38.3523,25.20294,42.55279,83.09665,25.93346,26.29872,27.94239,28.67291,16.80196,17.34985,17.16722,16.25407
1210895,TACROLIMUS 1MG PO,14.52,10/28/2020,5.2272,7.26,1.29228,10.3818,3.35412,2.96208,3.58644,4.18176,3.45576,2.52648,2.30868,5.70636,10.3818,7.20192,3.0492,2.00376,3.38316,6.6066,2.06184,2.09088,2.22156,2.27964,1.33584,1.3794,1.36488,1.29228
1210900,PHENOL APPL KIT,53.57,10/28/2020,19.2852,26.785,4.76773,38.30255,12.37467,10.92828,13.23179,15.42816,12.74966,9.32118,8.51763,21.05301,38.30255,26.57072,11.2497,7.39266,12.48181,24.37435,7.60694,7.71408,8.19621,8.41049,4.92844,5.08915,5.03558,4.76773
1210902,HEPARIN 1000U INJ,7.5,10/28/2020,2.7,3.75,0.6675,5.3625,1.7325,1.53,1.8525,2.16,1.785,1.305,1.1925,2.9475,5.3625,3.72,1.575,1.035,1.7475,3.4125,1.065,1.08,1.1475,1.1775,0.69,0.7125,0.705,0.6675
1210903,MAGNES SULF 500MGINJ,4.8,10/28/2020,1.728,2.4,0.4272,3.432,1.1088,0.9792,1.1856,1.3824,1.1424,0.8352,0.7632,1.8864,3.432,2.3808,1.008,0.6624,1.1184,2.184,0.6816,0.6912,0.7344,0.7536,0.4416,0.456,0.4512,0.4272
1210909,RASAGILINE 0.5MG TAB,193.33,10/28/2020,69.5988,96.665,17.20637,138.23095,44.65923,39.43932,47.75251,55.67904,46.01254,33.63942,30.73947,75.97869,138.23095,95.89168,40.5993,26.67954,45.04589,87.96515,27.45286,27.83952,29.57949,30.35281,17.78636,18.36635,18.17302,17.20637
1210920,ROMIPLOSTIM 10MCG IJ,441.05,10/28/2020,158.778,220.525,39.25345,315.35075,101.88255,89.9742,108.93935,127.0224,104.9699,76.7427,70.12695,173.33265,315.35075,218.7608,92.6205,60.8649,102.76465,200.67775,62.6291,63.5112,67.48065,69.24485,40.5766,41.89975,41.4587,39.25345
1210924,LANTREOTIDE 1MG INJ,386.89,10/28/2020,139.2804,193.445,34.43321,276.62635,89.37159,78.92556,95.56183,111.42432,92.07982,67.31886,61.51551,152.04777,276.62635,191.89744,81.2469,53.39082,90.14537,176.03495,54.93838,55.71216,59.19417,60.74173,35.59388,36.75455,36.36766,34.43321
1210928,APLIGRAF SKIN SQ CM,212.86,10/28/2020,76.6296,106.43,18.94454,152.1949,49.17066,43.42344,52.57642,61.30368,50.66068,37.03764,33.84474,83.65398,152.1949,105.57856,44.7006,29.37468,49.59638,96.8513,30.22612,30.65184,32.56758,33.41902,19.58312,20.2217,20.00884,18.94454
1210929,OASIS WOUND MAT SQCM,32.66,10/28/2020,11.7576,16.33,2.90674,23.3519,7.54446,6.66264,8.06702,9.40608,7.77308,5.68284,5.19294,12.83538,23.3519,16.19936,6.8586,4.50708,7.60978,14.8603,4.63772,4.70304,4.99698,5.12762,3.00472,3.1027,3.07004,2.90674
1210931,INTEGRA BMWD SQ CM,816.28,10/28/2020,293.8608,408.14,72.64892,583.6402,188.56068,166.52112,201.62116,235.08864,194.27464,142.03272,129.78852,320.79804,583.6402,404.87488,171.4188,112.64664,190.19324,371.4074,115.91176,117.54432,124.89084,128.15596,75.09776,77.5466,76.73032,72.64892
1210933,DERMAGRAFT SQ CM,262.46,10/28/2020,94.4856,131.23,23.35894,187.6589,60.62826,53.54184,64.82762,75.58848,62.46548,45.66804,41.73114,103.14678,187.6589,130.18016,55.1166,36.21948,61.15318,119.4193,37.26932,37.79424,40.15638,41.20622,24.14632,24.9337,24.67124,23.35894
1210934,GRAFTJACKET SQ CM,730.96,10/28/2020,263.1456,365.48,65.05544,522.6364,168.85176,149.11584,180.54712,210.51648,173.96848,127.18704,116.22264,287.26728,522.6364,362.55616,153.5016,100.87248,170.31368,332.5868,103.79632,105.25824,111.83688,114.76072,67.24832,69.4412,68.71024,65.05544
1210935,INTEGRA MATRIX SQ CM,3987.47,10/28/2020,1435.4892,1993.735,354.88483,2851.04105,921.10557,813.44388,984.90509,1148.39136,949.01786,693.81978,634.00773,1567.07571,2851.04105,1977.78512,837.3687,550.27086,929.08051,1814.29885,566.22074,574.19568,610.08291,626.03279,366.84724,378.80965,374.82218,354.88483
